Document,Title,Book,Author,URL,Classification
ACT-18-ENG.txt,Acts 18,New Testament (New International Version),,listen.bible.is/ENGNIV/ACT/18,Religious
ACT-18-KNJ.txt,Hechos 18,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/ACT/18,Religious
ACT-19-ENG.txt,Acts 19,New Testament (New International Version),,listen.bible.is/ENGNIV/ACT/19,Religious
ACT-19-KNJ.txt,Hechos 19,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/ACT/19,Religious
ACT-2-ENG.txt,Acts 2,New Testament (New International Version),,listen.bible.is/ENGNIV/ACT/2,Religious
ACT-2-KNJ.txt,Hechos 2,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/ACT/2,Religious
ACT-20-ENG.txt,Acts 20,New Testament (New International Version),,listen.bible.is/ENGNIV/ACT/20,Religious
ACT-20-KNJ.txt,Hechos 20,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/ACT/20,Religious
ACT-21-ENG.txt,Acts 21,New Testament (New International Version),,listen.bible.is/ENGNIV/ACT/21,Religious
ACT-21-KNJ.txt,Hechos 21,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/ACT/21,Religious
ACT-22-ENG.txt,Acts 22,New Testament (New International Version),,listen.bible.is/ENGNIV/ACT/22,Religious
ACT-22-KNJ.txt,Hechos 22,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/ACT/22,Religious
ACT-23-ENG.txt,Acts 23,New Testament (New International Version),,listen.bible.is/ENGNIV/ACT/23,Religious
ACT-23-KNJ.txt,Hechos 23,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/ACT/23,Religious
ACT-25-ENG.txt,Acts 25,New Testament (New International Version),,listen.bible.is/ENGNIV/ACT/25,Religious
ACT-25-KNJ.txt,Hechos 25,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/ACT/25,Religious
ACT-26-ENG.txt,Acts 26,New Testament (New International Version),,listen.bible.is/ENGNIV/ACT/26,Religious
ACT-26-KNJ.txt,Hechos 26,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/ACT/26,Religious
ACT-27-ENG.txt,Acts 27,New Testament (New International Version),,listen.bible.is/ENGNIV/ACT/27,Religious
ACT-27-KNJ.txt,Hechos 27,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/ACT/27,Religious
ACT-3-ENG.txt,Acts 3,New Testament (New International Version),,listen.bible.is/ENGNIV/ACT/3,Religious
ACT-3-KNJ.txt,Hechos 3,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/ACT/3,Religious
ACT-4-ENG.txt,Acts 4,New Testament (New International Version),,listen.bible.is/ENGNIV/ACT/4,Religious
ACT-4-KNJ.txt,Hechos 4,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/ACT/4,Religious
ACT-5-ENG.txt,Acts 5,New Testament (New International Version),,listen.bible.is/ENGNIV/ACT/5,Religious
ACT-5-KNJ.txt,Hechos 5,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/ACT/5,Religious
ACT-6-ENG.txt,Acts 6,New Testament (New International Version),,listen.bible.is/ENGNIV/ACT/6,Religious
ACT-6-KNJ.txt,Hechos 6,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/ACT/6,Religious
ACT-7-ENG.txt,Acts 7,New Testament (New International Version),,listen.bible.is/ENGNIV/ACT/7,Religious
ACT-7-KNJ.txt,Hechos 7,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/ACT/7,Religious
ACT-9-ENG.txt,Acts 9,New Testament (New International Version),,listen.bible.is/ENGNIV/ACT/9,Religious
ACT-9-KNJ.txt,Hechos 9,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/ACT/9,Religious
AMO-1-ENG.txt,Amos 1,Old Testament (New International Version),,listen.bible.is/ENGNIV/AMO/1,Religious
AMO-1-KNJ.txt,Amós 1,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/AMO/1,Religious
AMO-2-ENG.txt,Amos 2,Old Testament (New International Version),,listen.bible.is/ENGNIV/AMO/2,Religious
AMO-2-KNJ.txt,Amós 2,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/AMO/2,Religious
AMO-3-ENG.txt,Amos 3,Old Testament (New International Version),,listen.bible.is/ENGNIV/AMO/3,Religious
AMO-3-KNJ.txt,Amós 3,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/AMO/3,Religious
AMO-4-ENG.txt,Amos 4,Old Testament (New International Version),,listen.bible.is/ENGNIV/AMO/4,Religious
AMO-4-KNJ.txt,Amós 4,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/AMO/4,Religious
AMO-5-ENG.txt,Amos 5,Old Testament (New International Version),,listen.bible.is/ENGNIV/AMO/5,Religious
AMO-5-KNJ.txt,Amós 5,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/AMO/5,Religious
AMO-6-ENG.txt,Amos 6,Old Testament (New International Version),,listen.bible.is/ENGNIV/AMO/6,Religious
AMO-6-KNJ.txt,Amós 6,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/AMO/6,Religious
AMO-7-ENG.txt,Amos 7,Old Testament (New International Version),,listen.bible.is/ENGNIV/AMO/7,Religious
AMO-7-KNJ.txt,Amós 7,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/AMO/7,Religious
AMO-8-ENG.txt,Amos 8,Old Testament (New International Version),,listen.bible.is/ENGNIV/AMO/8,Religious
AMO-8-KNJ.txt,Amós 8,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/AMO/8,Religious
AMO-9-ENG.txt,Amos 9,Old Testament (New International Version),,listen.bible.is/ENGNIV/AMO/9,Religious
AMO-9-KNJ.txt,Amós 9,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/AMO/9,Religious
COL-1-ENG.txt,Colossians 1,New Testament (New International Version),,listen.bible.is/ENGNIV/COL/1,Religious
COL-1-KNJ.txt,Colosenses 1,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/COL/1,Religious
COL-2-ENG.txt,Colossians 2,New Testament (New International Version),,listen.bible.is/ENGNIV/COL/2,Religious
COL-2-KNJ.txt,Colosenses 2,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/COL/2,Religious
COL-3-ENG.txt,Colossians 3,New Testament (New International Version),,listen.bible.is/ENGNIV/COL/3,Religious
COL-3-KNJ.txt,Colosenses 3,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/COL/3,Religious
COL-4-ENG.txt,Colossians 4,New Testament (New International Version),,listen.bible.is/ENGNIV/COL/4,Religious
COL-4-KNJ.txt,Colosenses 4,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/COL/4,Religious
DAN-1-ENG.txt,Daniel 1,Old Testament (New International Version),,listen.bible.is/ENGNIV/DAN/1,Religious
DAN-1-KNJ.txt,Daniel 1,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DAN/1,Religious
DAN-10-ENG.txt,Daniel 10,Old Testament (New International Version),,listen.bible.is/ENGNIV/DAN/10,Religious
DAN-10-KNJ.txt,Daniel 10,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DAN/10,Religious
DAN-11-ENG.txt,Daniel 11,Old Testament (New International Version),,listen.bible.is/ENGNIV/DAN/11,Religious
DAN-11-KNJ.txt,Daniel 11,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DAN/11,Religious
DAN-12-ENG.txt,Daniel 12,Old Testament (New International Version),,listen.bible.is/ENGNIV/DAN/12,Religious
DAN-12-KNJ.txt,Daniel 12,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DAN/12,Religious
DAN-2-ENG.txt,Daniel 2,Old Testament (New International Version),,listen.bible.is/ENGNIV/DAN/2,Religious
DAN-2-KNJ.txt,Daniel 2,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DAN/2,Religious
DAN-3-ENG.txt,Daniel 3,Old Testament (New International Version),,listen.bible.is/ENGNIV/DAN/3,Religious
DAN-3-KNJ.txt,Daniel 3,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DAN/3,Religious
DAN-4-ENG.txt,Daniel 4,Old Testament (New International Version),,listen.bible.is/ENGNIV/DAN/4,Religious
DAN-4-KNJ.txt,Daniel 4,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DAN/4,Religious
DAN-5-ENG.txt,Daniel 5,Old Testament (New International Version),,listen.bible.is/ENGNIV/DAN/5,Religious
DAN-5-KNJ.txt,Daniel 5,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DAN/5,Religious
DAN-6-ENG.txt,Daniel 6,Old Testament (New International Version),,listen.bible.is/ENGNIV/DAN/6,Religious
DAN-6-KNJ.txt,Daniel 6,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DAN/6,Religious
DAN-7-ENG.txt,Daniel 7,Old Testament (New International Version),,listen.bible.is/ENGNIV/DAN/7,Religious
DAN-7-KNJ.txt,Daniel 7,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DAN/7,Religious
DAN-8-ENG.txt,Daniel 8,Old Testament (New International Version),,listen.bible.is/ENGNIV/DAN/8,Religious
DAN-8-KNJ.txt,Daniel 8,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DAN/8,Religious
DAN-9-ENG.txt,Daniel 9,Old Testament (New International Version),,listen.bible.is/ENGNIV/DAN/9,Religious
DAN-9-KNJ.txt,Daniel 9,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DAN/9,Religious
DEU-1-ENG.txt,Deuteronomy 1,Old Testament (New International Version),,listen.bible.is/ENGNIV/DEU/1,Religious
DEU-1-KNJ.txt,Deuteronomio 1,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DEU/1,Religious
DEU-10-ENG.txt,Deuteronomy 10,Old Testament (New International Version),,listen.bible.is/ENGNIV/DEU/10,Religious
DEU-10-KNJ.txt,Deuteronomio 10,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DEU/10,Religious
DEU-11-ENG.txt,Deuteronomy 11,Old Testament (New International Version),,listen.bible.is/ENGNIV/DEU/11,Religious
DEU-11-KNJ.txt,Deuteronomio 11,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DEU/11,Religious
DEU-12-ENG.txt,Deuteronomy 12,Old Testament (New International Version),,listen.bible.is/ENGNIV/DEU/12,Religious
DEU-12-KNJ.txt,Deuteronomio 12,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DEU/12,Religious
DEU-13-ENG.txt,Deuteronomy 13,Old Testament (New International Version),,listen.bible.is/ENGNIV/DEU/13,Religious
DEU-13-KNJ.txt,Deuteronomio 13,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DEU/13,Religious
DEU-14-ENG.txt,Deuteronomy 14,Old Testament (New International Version),,listen.bible.is/ENGNIV/DEU/14,Religious
DEU-14-KNJ.txt,Deuteronomio 14,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DEU/14,Religious
DEU-15-ENG.txt,Deuteronomy 15,Old Testament (New International Version),,listen.bible.is/ENGNIV/DEU/15,Religious
DEU-15-KNJ.txt,Deuteronomio 15,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DEU/15,Religious
DEU-16-ENG.txt,Deuteronomy 16,Old Testament (New International Version),,listen.bible.is/ENGNIV/DEU/16,Religious
DEU-16-KNJ.txt,Deuteronomio 16,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DEU/16,Religious
DEU-17-ENG.txt,Deuteronomy 17,Old Testament (New International Version),,listen.bible.is/ENGNIV/DEU/17,Religious
DEU-17-KNJ.txt,Deuteronomio 17,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DEU/17,Religious
DEU-18-ENG.txt,Deuteronomy 18,Old Testament (New International Version),,listen.bible.is/ENGNIV/DEU/18,Religious
DEU-18-KNJ.txt,Deuteronomio 18,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DEU/18,Religious
DEU-19-ENG.txt,Deuteronomy 19,Old Testament (New International Version),,listen.bible.is/ENGNIV/DEU/19,Religious
DEU-19-KNJ.txt,Deuteronomio 19,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DEU/19,Religious
DEU-2-ENG.txt,Deuteronomy 2,Old Testament (New International Version),,listen.bible.is/ENGNIV/DEU/2,Religious
DEU-2-KNJ.txt,Deuteronomio 2,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DEU/2,Religious
DEU-20-ENG.txt,Deuteronomy 20,Old Testament (New International Version),,listen.bible.is/ENGNIV/DEU/20,Religious
DEU-20-KNJ.txt,Deuteronomio 20,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DEU/20,Religious
DEU-21-ENG.txt,Deuteronomy 21,Old Testament (New International Version),,listen.bible.is/ENGNIV/DEU/21,Religious
DEU-21-KNJ.txt,Deuteronomio 21,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DEU/21,Religious
DEU-22-ENG.txt,Deuteronomy 22,Old Testament (New International Version),,listen.bible.is/ENGNIV/DEU/22,Religious
DEU-22-KNJ.txt,Deuteronomio 22,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DEU/22,Religious
DEU-23-ENG.txt,Deuteronomy 23,Old Testament (New International Version),,listen.bible.is/ENGNIV/DEU/23,Religious
DEU-23-KNJ.txt,Deuteronomio 23,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DEU/23,Religious
DEU-24-ENG.txt,Deuteronomy 24,Old Testament (New International Version),,listen.bible.is/ENGNIV/DEU/24,Religious
DEU-24-KNJ.txt,Deuteronomio 24,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DEU/24,Religious
DEU-25-ENG.txt,Deuteronomy 25,Old Testament (New International Version),,listen.bible.is/ENGNIV/DEU/25,Religious
DEU-25-KNJ.txt,Deuteronomio 25,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DEU/25,Religious
DEU-26-ENG.txt,Deuteronomy 26,Old Testament (New International Version),,listen.bible.is/ENGNIV/DEU/26,Religious
DEU-26-KNJ.txt,Deuteronomio 26,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DEU/26,Religious
DEU-27-ENG.txt,Deuteronomy 27,Old Testament (New International Version),,listen.bible.is/ENGNIV/DEU/27,Religious
DEU-27-KNJ.txt,Deuteronomio 27,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DEU/27,Religious
DEU-28-ENG.txt,Deuteronomy 28,Old Testament (New International Version),,listen.bible.is/ENGNIV/DEU/28,Religious
DEU-28-KNJ.txt,Deuteronomio 28,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DEU/28,Religious
DEU-29-ENG.txt,Deuteronomy 29,Old Testament (New International Version),,listen.bible.is/ENGNIV/DEU/29,Religious
DEU-29-KNJ.txt,Deuteronomio 29,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DEU/29,Religious
DEU-3-ENG.txt,Deuteronomy 3,Old Testament (New International Version),,listen.bible.is/ENGNIV/DEU/3,Religious
DEU-3-KNJ.txt,Deuteronomio 3,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DEU/3,Religious
DEU-30-ENG.txt,Deuteronomy 30,Old Testament (New International Version),,listen.bible.is/ENGNIV/DEU/30,Religious
DEU-30-KNJ.txt,Deuteronomio 30,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DEU/30,Religious
DEU-31-ENG.txt,Deuteronomy 31,Old Testament (New International Version),,listen.bible.is/ENGNIV/DEU/31,Religious
DEU-31-KNJ.txt,Deuteronomio 31,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DEU/31,Religious
DEU-32-ENG.txt,Deuteronomy 32,Old Testament (New International Version),,listen.bible.is/ENGNIV/DEU/32,Religious
DEU-32-KNJ.txt,Deuteronomio 32,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DEU/32,Religious
DEU-33-ENG.txt,Deuteronomy 33,Old Testament (New International Version),,listen.bible.is/ENGNIV/DEU/33,Religious
DEU-33-KNJ.txt,Deuteronomio 33,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DEU/33,Religious
DEU-34-ENG.txt,Deuteronomy 34,Old Testament (New International Version),,listen.bible.is/ENGNIV/DEU/34,Religious
DEU-34-KNJ.txt,Deuteronomio 34,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DEU/34,Religious
DEU-4-ENG.txt,Deuteronomy 4,Old Testament (New International Version),,listen.bible.is/ENGNIV/DEU/4,Religious
DEU-4-KNJ.txt,Deuteronomio 4,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DEU/4,Religious
DEU-5-ENG.txt,Deuteronomy 5,Old Testament (New International Version),,listen.bible.is/ENGNIV/DEU/5,Religious
DEU-5-KNJ.txt,Deuteronomio 5,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DEU/5,Religious
DEU-6-ENG.txt,Deuteronomy 6,Old Testament (New International Version),,listen.bible.is/ENGNIV/DEU/6,Religious
DEU-6-KNJ.txt,Deuteronomio 6,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DEU/6,Religious
DEU-7-ENG.txt,Deuteronomy 7,Old Testament (New International Version),,listen.bible.is/ENGNIV/DEU/7,Religious
DEU-7-KNJ.txt,Deuteronomio 7,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DEU/7,Religious
DEU-8-ENG.txt,Deuteronomy 8,Old Testament (New International Version),,listen.bible.is/ENGNIV/DEU/8,Religious
DEU-8-KNJ.txt,Deuteronomio 8,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DEU/8,Religious
DEU-9-ENG.txt,Deuteronomy 9,Old Testament (New International Version),,listen.bible.is/ENGNIV/DEU/9,Religious
DEU-9-KNJ.txt,Deuteronomio 9,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/DEU/9,Religious
ECC-1-ENG.txt,Ecclesiastes 1,Old Testament (New International Version),,listen.bible.is/ENGNIV/ECC/1,Religious
ECC-1-KNJ.txt,Eclesiastés 1,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/ECC/1,Religious
ECC-10-ENG.txt,Ecclesiastes 10,Old Testament (New International Version),,listen.bible.is/ENGNIV/ECC/10,Religious
ECC-10-KNJ.txt,Eclesiastés 10,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/ECC/10,Religious
ECC-11-ENG.txt,Ecclesiastes 11,Old Testament (New International Version),,listen.bible.is/ENGNIV/ECC/11,Religious
ECC-11-KNJ.txt,Eclesiastés 11,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/ECC/11,Religious
ECC-12-ENG.txt,Ecclesiastes 12,Old Testament (New International Version),,listen.bible.is/ENGNIV/ECC/12,Religious
ECC-12-KNJ.txt,Eclesiastés 12,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/ECC/12,Religious
ECC-2-ENG.txt,Ecclesiastes 2,Old Testament (New International Version),,listen.bible.is/ENGNIV/ECC/2,Religious
ECC-2-KNJ.txt,Eclesiastés 2,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/ECC/2,Religious
ECC-3-ENG.txt,Ecclesiastes 3,Old Testament (New International Version),,listen.bible.is/ENGNIV/ECC/3,Religious
ECC-3-KNJ.txt,Eclesiastés 3,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/ECC/3,Religious
ECC-4-ENG.txt,Ecclesiastes 4,Old Testament (New International Version),,listen.bible.is/ENGNIV/ECC/4,Religious
ECC-4-KNJ.txt,Eclesiastés 4,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/ECC/4,Religious
ECC-5-ENG.txt,Ecclesiastes 5,Old Testament (New International Version),,listen.bible.is/ENGNIV/ECC/5,Religious
ECC-5-KNJ.txt,Eclesiastés 5,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/ECC/5,Religious
ECC-6-ENG.txt,Ecclesiastes 6,Old Testament (New International Version),,listen.bible.is/ENGNIV/ECC/6,Religious
ECC-6-KNJ.txt,Eclesiastés 6,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/ECC/6,Religious
ECC-7-ENG.txt,Ecclesiastes 7,Old Testament (New International Version),,listen.bible.is/ENGNIV/ECC/7,Religious
ECC-7-KNJ.txt,Eclesiastés 7,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/ECC/7,Religious
ECC-8-ENG.txt,Ecclesiastes 8,Old Testament (New International Version),,listen.bible.is/ENGNIV/ECC/8,Religious
ECC-8-KNJ.txt,Eclesiastés 8,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/ECC/8,Religious
ECC-9-ENG.txt,Ecclesiastes 9,Old Testament (New International Version),,listen.bible.is/ENGNIV/ECC/9,Religious
ECC-9-KNJ.txt,Eclesiastés 9,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/ECC/9,Religious
EPH-1-ENG.txt,Ephesians 1,New Testament (New International Version),,listen.bible.is/ENGNIV/EPH/1,Religious
EPH-1-KNJ.txt,Efesios 1,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/EPH/1,Religious
EPH-2-ENG.txt,Ephesians 2,New Testament (New International Version),,listen.bible.is/ENGNIV/EPH/2,Religious
EPH-2-KNJ.txt,Efesios 2,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/EPH/2,Religious
EPH-3-ENG.txt,Ephesians 3,New Testament (New International Version),,listen.bible.is/ENGNIV/EPH/3,Religious
EPH-3-KNJ.txt,Efesios 3,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/EPH/3,Religious
EPH-4-ENG.txt,Ephesians 4,New Testament (New International Version),,listen.bible.is/ENGNIV/EPH/4,Religious
EPH-4-KNJ.txt,Efesios 4,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/EPH/4,Religious
EPH-5-ENG.txt,Ephesians 5,New Testament (New International Version),,listen.bible.is/ENGNIV/EPH/5,Religious
EPH-5-KNJ.txt,Efesios 5,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/EPH/5,Religious
EPH-6-ENG.txt,Ephesians 6,New Testament (New International Version),,listen.bible.is/ENGNIV/EPH/6,Religious
EPH-6-KNJ.txt,Efesios 6,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/EPH/6,Religious
EST-1-ENG.txt,Esther 1,Old Testament (New International Version),,listen.bible.is/ENGNIV/EST/1,Religious
EST-1-KNJ.txt,Ester 1,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/EST/1,Religious
EST-10-ENG.txt,Esther 10,Old Testament (New International Version),,listen.bible.is/ENGNIV/EST/10,Religious
EST-10-KNJ.txt,Ester 10,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/EST/10,Religious
EST-2-ENG.txt,Esther 2,Old Testament (New International Version),,listen.bible.is/ENGNIV/EST/2,Religious
EST-2-KNJ.txt,Ester 2,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/EST/2,Religious
EST-3-ENG.txt,Esther 3,Old Testament (New International Version),,listen.bible.is/ENGNIV/EST/3,Religious
EST-3-KNJ.txt,Ester 3,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/EST/3,Religious
EST-4-ENG.txt,Esther 4,Old Testament (New International Version),,listen.bible.is/ENGNIV/EST/4,Religious
EST-4-KNJ.txt,Ester 4,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/EST/4,Religious
EST-5-ENG.txt,Esther 5,Old Testament (New International Version),,listen.bible.is/ENGNIV/EST/5,Religious
EST-5-KNJ.txt,Ester 5,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/EST/5,Religious
EST-6-ENG.txt,Esther 6,Old Testament (New International Version),,listen.bible.is/ENGNIV/EST/6,Religious
EST-6-KNJ.txt,Ester 6,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/EST/6,Religious
EST-7-ENG.txt,Esther 7,Old Testament (New International Version),,listen.bible.is/ENGNIV/EST/7,Religious
EST-7-KNJ.txt,Ester 7,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/EST/7,Religious
EST-8-ENG.txt,Esther 8,Old Testament (New International Version),,listen.bible.is/ENGNIV/EST/8,Religious
EST-8-KNJ.txt,Ester 8,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/EST/8,Religious
EST-9-ENG.txt,Esther 9,Old Testament (New International Version),,listen.bible.is/ENGNIV/EST/9,Religious
EST-9-KNJ.txt,Ester 9,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/EST/9,Religious
EXO-1-ENG.txt,Exodus 1,Old Testament (New International Version),,listen.bible.is/ENGNIV/EXO/1,Religious
EXO-1-KNJ.txt,Éxodo 1,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/EXO/1,Religious
EXO-10-ENG.txt,Exodus 10,Old Testament (New International Version),,listen.bible.is/ENGNIV/EXO/10,Religious
EXO-10-KNJ.txt,Éxodo 10,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/EXO/10,Religious
EXO-11-ENG.txt,Exodus 11,Old Testament (New International Version),,listen.bible.is/ENGNIV/EXO/11,Religious
EXO-11-KNJ.txt,Éxodo 11,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/EXO/11,Religious
EXO-12-ENG.txt,Exodus 12,Old Testament (New International Version),,listen.bible.is/ENGNIV/EXO/12,Religious
EXO-12-KNJ.txt,Éxodo 12,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/EXO/12,Religious
EXO-13-ENG.txt,Exodus 13,Old Testament (New International Version),,listen.bible.is/ENGNIV/EXO/13,Religious
EXO-13-KNJ.txt,Éxodo 13,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/EXO/13,Religious
EXO-14-ENG.txt,Exodus 14,Old Testament (New International Version),,listen.bible.is/ENGNIV/EXO/14,Religious
EXO-14-KNJ.txt,Éxodo 14,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/EXO/14,Religious
EXO-15-ENG.txt,Exodus 15,Old Testament (New International Version),,listen.bible.is/ENGNIV/EXO/15,Religious
EXO-15-KNJ.txt,Éxodo 15,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/EXO/15,Religious
EXO-16-ENG.txt,Exodus 16,Old Testament (New International Version),,listen.bible.is/ENGNIV/EXO/16,Religious
EXO-16-KNJ.txt,Éxodo 16,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/EXO/16,Religious
EXO-17-ENG.txt,Exodus 17,Old Testament (New International Version),,listen.bible.is/ENGNIV/EXO/17,Religious
EXO-17-KNJ.txt,Éxodo 17,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/EXO/17,Religious
EXO-18-ENG.txt,Exodus 18,Old Testament (New International Version),,listen.bible.is/ENGNIV/EXO/18,Religious
EXO-18-KNJ.txt,Éxodo 18,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/EXO/18,Religious
